IsCapture,IsPromotion,MaterialCaptured,Capturable,Sacrifice,MaterialSacrificed,TEval,EvalOC,CaptureOC,DEval,WhiteElo,BlackElo,MovePlayed
False,False,0,False,False,0,121,-9879,9,121,2153,2187,0
False,False,0,False,False,0,33,-9967,9,33,2153,2187,0
False,False,0,False,False,0,55,-9945,9,55,2153,2187,0
False,False,0,False,False,0,104,-9896,9,104,2153,2187,0
False,False,0,False,False,0,59,-9941,9,59,2153,2187,0
False,False,0,False,False,0,51,-9949,9,51,2153,2187,0
False,False,0,False,False,0,125,-9875,9,125,2153,2187,0
False,False,0,False,False,0,33,-9967,9,33,2153,2187,0
False,False,0,False,False,0,52,-9948,9,52,2153,2187,0
False,False,0,False,False,0,40,-9960,9,40,2153,2187,0
False,False,0,False,False,0,50,-9950,9,50,2153,2187,0
False,False,0,False,False,0,60,-9940,9,60,2153,2187,0
False,False,0,False,False,0,108,-9892,9,108,2153,2187,0
False,False,0,True,True,1,164,-9836,9,164,2153,2187,0
False,False,0,False,False,0,55,-9945,9,55,2153,2187,0
False,False,0,True,True,1,137,-9863,9,137,2153,2187,0
False,False,0,False,False,0,26,-9974,9,26,2153,2187,0
False,False,0,False,False,0,31,-9969,9,31,2153,2187,0
False,False,0,False,False,0,78,-9922,9,78,2153,2187,0
False,False,0,False,False,0,81,-9919,9,81,2153,2187,0
False,False,0,False,False,0,-101,-10101,9,-101,2153,2187,0
False,False,0,False,False,0,-74,-10074,9,-74,2153,2187,0
False,False,0,False,False,0,-124,-10124,9,-124,2153,2187,0
False,False,0,False,False,0,-108,-10108,9,-108,2153,2187,0
False,False,0,False,False,0,-86,-10086,9,-86,2153,2187,0
False,False,0,False,False,0,-82,-10082,9,-82,2153,2187,0
False,False,0,False,False,0,-12,-10012,9,-12,2153,2187,0
False,False,0,False,False,0,-25,-10025,9,-25,2153,2187,0
False,False,0,True,False,1,-3,-10003,9,-3,2153,2187,0
False,False,0,False,False,0,19,-9981,9,19,2153,2187,0
False,False,0,False,False,0,11,-9989,9,11,2153,2187,0
False,False,0,False,False,0,-22,-10022,9,-22,2153,2187,0
False,False,0,False,False,0,0,-10000,9,0,2153,2187,0
False,False,0,False,False,0,-1,-10001,9,-1,2153,2187,0
False,False,0,False,False,0,2,-9998,9,2,2153,2187,0
False,False,0,False,False,0,-46,-10046,9,-46,2153,2187,0
False,False,0,True,True,1,-179,-10179,9,-179,2153,2187,0
False,False,0,True,True,1,-94,-10094,9,-94,2153,2187,0
False,False,0,False,False,0,21,-9979,9,21,2153,2187,0
False,False,0,True,True,1,0,-10000,9,0,2153,2187,0
False,False,0,False,False,0,-21,-10021,9,-21,2153,2187,0
False,False,0,False,False,0,-24,-10024,9,-24,2153,2187,0
False,False,0,False,False,0,166,-9834,9,166,2153,2187,0
False,False,0,False,False,0,76,-9924,9,76,2153,2187,0
False,False,0,False,False,0,276,-9724,9,276,2153,2187,0
False,False,0,False,False,0,160,-9840,9,160,2153,2187,0
False,False,0,False,False,0,180,-9820,9,180,2153,2187,0
False,False,0,False,False,0,181,-9819,9,181,2153,2187,0
False,False,0,False,False,0,81,-9919,9,81,2153,2187,0
False,False,0,False,False,0,108,-9892,9,108,2153,2187,0
False,False,0,False,False,0,103,-9897,9,103,2153,2187,0
False,False,0,True,False,3,477,-9523,9,477,2153,2187,0
False,False,0,False,False,0,192,-9808,9,192,2153,2187,0
False,False,0,False,False,0,148,-9852,9,148,2153,2187,0
False,False,0,False,False,0,183,-9817,9,183,2153,2187,0
True,False,1,False,False,0,38,-9962,8,38,2153,2187,0
False,False,0,False,False,0,135,-9865,9,135,2153,2187,0
False,False,0,False,False,0,112,-9888,9,112,2153,2187,0
False,False,0,False,False,0,173,-9827,9,173,2153,2187,0
False,False,0,False,False,0,28,-9972,9,28,2153,2187,0
False,False,0,False,False,0,40,-9960,9,40,2153,2187,0
False,False,0,False,False,0,159,-9841,9,159,2153,2187,0
False,False,0,False,False,0,115,-9885,9,115,2153,2187,0
False,False,0,True,True,1,11,-9989,9,11,2153,2187,0
False,False,0,False,False,0,137,-9863,9,137,2153,2187,0
False,False,0,True,True,1,132,-9868,9,132,2153,2187,0
False,False,0,False,False,0,123,-9877,9,123,2153,2187,0
False,False,0,True,True,1,98,-9902,9,98,2153,2187,0
False,False,0,False,False,0,107,-9893,9,107,2153,2187,0
False,False,0,True,True,1,150,-9850,9,150,2153,2187,0
False,False,0,False,False,0,130,-9870,9,130,2153,2187,0
False,False,0,False,False,0,-99,-10099,9,-99,2153,2187,0
False,False,0,False,False,0,-41,-10041,9,-41,2153,2187,0
False,False,0,False,False,0,-108,-10108,9,-108,2153,2187,0
False,False,0,False,False,0,-150,-10150,9,-150,2153,2187,0
False,False,0,False,False,0,-65,-10065,9,-65,2153,2187,0
False,False,0,False,False,0,-69,-10069,9,-69,2153,2187,0
False,False,0,False,False,0,16,-9984,9,16,2153,2187,0
False,False,0,False,False,0,-15,-10015,9,-15,2153,2187,0
False,False,0,False,False,0,6,-9994,9,6,2153,2187,0
False,False,0,False,False,0,-32,-10032,9,-32,2153,2187,0
False,False,0,False,False,0,-9,-10009,9,-9,2153,2187,0
True,False,1,True,True,1,18,-9982,8,18,2153,2187,0
False,False,0,False,False,0,-69,-10069,9,-69,2153,2187,0
False,False,0,True,False,1,12,-9988,9,12,2153,2187,0
False,False,0,False,False,0,26,-9974,9,26,2153,2187,0
False,False,0,False,False,0,24,-9976,9,24,2153,2187,0
False,False,0,False,False,0,-33,-10033,9,-33,2153,2187,0
False,False,0,False,False,0,10,-9990,9,10,2153,2187,0
False,False,0,False,False,0,8,-9992,9,8,2153,2187,0
False,False,0,False,False,0,-36,-10036,9,-36,2153,2187,0
False,False,0,True,True,1,-137,-10137,9,-137,2153,2187,0
False,False,0,True,True,1,-126,-10126,9,-126,2153,2187,0
False,False,0,False,False,0,24,-9976,9,24,2153,2187,0
False,False,0,False,False,0,-48,-10048,9,-48,2153,2187,0
False,False,0,False,False,0,-18,-10018,9,-18,2153,2187,0
False,False,0,False,False,0,106,-9894,9,106,2153,2187,0
False,False,0,False,False,0,11,-9989,9,11,2153,2187,0
False,False,0,False,False,0,206,-9794,9,206,2153,2187,0
False,False,0,False,False,0,58,-9942,9,58,2153,2187,0
False,False,0,False,False,0,106,-9894,9,106,2153,2187,0
False,False,0,False,False,0,89,-9911,9,89,2153,2187,0
False,False,0,False,False,0,80,-9920,9,80,2153,2187,0
False,False,0,True,False,9,537,-9463,9,537,2153,2187,0
False,False,0,False,False,0,45,-9955,9,45,2153,2187,0
False,False,0,False,False,0,92,-9908,9,92,2153,2187,0
False,False,0,False,False,0,86,-9914,9,86,2153,2187,0
False,False,0,False,False,0,84,-9916,9,84,2153,2187,0
False,False,0,True,False,3,439,-9561,9,439,2153,2187,0
False,False,0,False,False,0,33,-9967,9,33,2153,2187,0
False,False,0,True,False,3,138,-9862,9,138,2153,2187,0
True,False,1,True,False,1,17,-9983,8,17,2153,2187,0
False,False,0,False,False,0,70,-9930,9,70,2153,2187,0
False,False,0,False,False,0,65,-9935,9,65,2153,2187,0
False,False,0,False,False,0,128,-9872,9,128,2153,2187,0
False,False,0,False,False,0,2,-9998,9,2,2153,2187,0
False,False,0,False,False,0,146,-9854,9,146,2153,2187,0
False,False,0,True,False,1,18,-9982,9,18,2153,2187,0
False,False,0,True,True,1,19,-9981,9,19,2153,2187,0
False,False,0,False,False,0,67,-9933,9,67,2153,2187,0
False,False,0,True,True,1,84,-9916,9,84,2153,2187,0
False,False,0,False,False,0,125,-9875,9,125,2153,2187,0
False,False,0,True,True,1,70,-9930,9,70,2153,2187,0
False,False,0,True,True,1,123,-9877,9,123,2153,2187,0
False,False,0,True,False,1,115,-9885,9,115,2153,2187,0
True,False,1,True,False,9,-599,-10599,8,-599,2153,2187,0
True,False,1,True,True,9,-612,-10612,8,-612,2153,2187,0
False,False,0,True,True,9,-608,-10608,9,-608,2153,2187,0
False,False,0,True,False,9,-610,-10610,9,-610,2153,2187,0
False,False,0,True,False,9,-598,-10598,9,-598,2153,2187,0
True,False,1,False,False,0,40,-9960,8,40,2153,2187,0
False,False,0,False,False,0,-134,-10134,9,-134,2153,2187,0
False,False,0,True,False,9,-596,-10596,9,-596,2153,2187,0
False,False,0,False,False,0,-156,-10156,9,-156,2153,2187,0
False,False,0,False,False,0,-54,-10054,9,-54,2153,2187,0
False,False,0,False,False,0,-63,-10063,9,-63,2153,2187,0
False,False,0,False,False,0,-201,-10201,9,-201,2153,2187,0
False,False,0,False,False,0,-139,-10139,9,-139,2153,2187,0
False,False,0,False,False,0,-163,-10163,9,-163,2153,2187,0
False,False,0,True,False,3,-462,-10462,9,-462,2153,2187,0
False,False,0,False,False,0,-184,-10184,9,-184,2153,2187,0
False,False,0,False,False,0,-207,-10207,9,-207,2153,2187,0
False,False,0,False,False,0,-210,-10210,9,-210,2153,2187,0
False,False,0,False,False,0,-73,-10073,9,-73,2153,2187,0
False,False,0,False,False,0,-102,-10102,9,-102,2153,2187,0
False,False,0,True,False,1,-109,-10109,9,-109,2153,2187,0
False,False,0,False,False,0,-50,-10050,9,-50,2153,2187,0
False,False,0,False,False,0,-56,-10056,9,-56,2153,2187,0
False,False,0,True,True,1,-139,-10139,9,-139,2153,2187,0
False,False,0,True,False,1,-171,-10171,9,-171,2153,2187,0
False,False,0,False,False,0,-70,-10070,9,-70,2153,2187,0
False,False,0,False,False,0,-109,-10109,9,-109,2153,2187,0
False,False,0,True,True,1,-206,-10206,9,-206,2153,2187,0
False,False,0,False,False,0,-62,-10062,9,-62,2153,2187,0
False,False,0,True,False,1,-124,-10124,9,-124,2153,2187,0
False,False,0,False,False,0,-172,-10172,9,-172,2153,2187,0
False,False,0,False,False,0,119,-9881,9,119,2153,2187,0
False,False,0,False,False,0,36,-9964,9,36,2153,2187,0
False,False,0,False,False,0,387,-9613,9,387,2153,2187,0
False,False,0,False,False,0,111,-9889,9,111,2153,2187,0
False,False,0,False,False,0,62,-9938,9,62,2153,2187,0
False,False,0,False,False,0,63,-9937,9,63,2153,2187,0
False,False,0,False,False,0,79,-9921,9,79,2153,2187,0
False,False,0,True,False,9,72,-9928,9,72,2153,2187,0
False,False,0,False,False,0,43,-9957,9,43,2153,2187,0
False,False,0,True,True,9,549,-9451,9,549,2153,2187,0
False,False,0,True,True,9,589,-9411,9,589,2153,2187,0
True,False,1,True,True,9,601,-9399,8,601,2153,2187,0
False,False,0,False,False,0,74,-9926,9,74,2153,2187,0
False,False,0,True,False,3,36,-9964,9,36,2153,2187,0
False,False,0,False,False,0,44,-9956,9,44,2153,2187,0
False,False,0,True,False,3,498,-9502,9,498,2153,2187,0
False,False,0,True,False,3,496,-9504,9,496,2153,2187,0
False,False,0,False,False,0,31,-9969,9,31,2153,2187,0
False,False,0,True,False,3,68,-9932,9,68,2153,2187,0
False,False,0,False,False,0,61,-9939,9,61,2153,2187,0
False,False,0,False,False,0,47,-9953,9,47,2153,2187,0
False,False,0,False,False,0,96,-9904,9,96,2153,2187,0
False,False,0,True,False,1,54,-9946,9,54,2153,2187,0
False,False,0,False,False,0,65,-9935,9,65,2153,2187,0
False,False,0,True,False,1,63,-9937,9,63,2153,2187,0
False,False,0,True,True,1,103,-9897,9,103,2153,2187,0
False,False,0,False,False,0,106,-9894,9,106,2153,2187,0
False,False,0,True,True,1,181,-9819,9,181,2153,2187,0
False,False,0,False,False,0,146,-9854,9,146,2153,2187,0
False,False,0,True,True,1,90,-9910,9,90,2153,2187,0
False,False,0,True,False,1,61,-9939,9,61,2153,2187,0
False,False,0,False,False,0,44,-9956,9,44,2153,2187,0
True,False,1,True,False,9,-515,-10515,8,-515,2153,2187,0
False,False,0,True,True,9,-599,-10599,9,-599,2153,2187,0
True,False,1,True,True,9,-613,-10613,8,-613,2153,2187,0
False,False,0,True,True,9,-626,-10626,9,-626,2153,2187,0
False,False,0,True,True,9,-607,-10607,9,-607,2153,2187,0
False,False,0,False,False,0,-51,-10051,9,-51,2153,2187,0
False,False,0,True,False,9,-604,-10604,9,-604,2153,2187,0
False,False,0,False,False,0,-36,-10036,9,-36,2153,2187,0
False,False,0,True,True,9,-639,-10639,9,-639,2153,2187,0
False,False,0,False,False,0,-26,-10026,9,-26,2153,2187,0
False,False,0,True,False,9,-600,-10600,9,-600,2153,2187,0
False,False,0,True,False,9,-48,-10048,9,-48,2153,2187,0
False,False,0,False,False,0,-121,-10121,9,-121,2153,2187,0
False,False,0,False,False,0,-20,-10020,9,-20,2153,2187,0
False,False,0,True,False,9,-196,-10196,9,-196,2153,2187,0
False,False,0,False,False,0,-22,-10022,9,-22,2153,2187,0
False,False,0,False,False,0,-23,-10023,9,-23,2153,2187,0
False,False,0,False,False,0,0,-10000,9,0,2153,2187,0
False,False,0,False,False,0,-34,-10034,9,-34,2153,2187,0
False,False,0,False,False,0,-47,-10047,9,-47,2153,2187,0
False,False,0,False,False,0,-108,-10108,9,-108,2153,2187,0
False,False,0,True,False,3,-124,-10124,9,-124,2153,2187,0
False,False,0,False,False,0,-91,-10091,9,-91,2153,2187,0
False,False,0,False,False,0,-91,-10091,9,-91,2153,2187,0
False,False,0,False,False,0,-76,-10076,9,-76,2153,2187,0
False,False,0,False,False,0,18,-9982,9,18,2153,2187,0
False,False,0,False,False,0,-18,-10018,9,-18,2153,2187,0
False,False,0,True,False,1,0,-10000,9,0,2153,2187,0
False,False,0,False,False,0,19,-9981,9,19,2153,2187,0
False,False,0,False,False,0,4,-9996,9,4,2153,2187,0
False,False,0,True,False,1,6,-9994,9,6,2153,2187,0
False,False,0,False,False,0,-3,-10003,9,-3,2153,2187,0
False,False,0,False,False,0,1,-9999,9,1,2153,2187,0
False,False,0,False,False,0,-19,-10019,9,-19,2153,2187,0
False,False,0,True,True,1,-173,-10173,9,-173,2153,2187,0
False,False,0,True,False,1,0,-10000,9,0,2153,2187,0
False,False,0,True,False,1,11,-9989,9,11,2153,2187,0
False,False,0,False,False,0,-38,-10038,9,-38,2153,2187,0
False,False,0,False,False,0,-65,-10065,9,-65,2153,2187,0
False,False,0,False,False,0,129,-9871,9,129,2153,2187,0
False,False,0,False,False,0,389,-9611,9,389,2153,2187,0
False,False,0,False,False,0,108,-9892,9,108,2153,2187,0
False,False,0,False,False,0,38,-9962,9,38,2153,2187,0
False,False,0,False,False,0,37,-9963,9,37,2153,2187,0
False,False,0,False,False,0,77,-9923,9,77,2153,2187,0
False,False,0,True,False,9,539,-9461,9,539,2153,2187,0
False,False,0,False,False,0,37,-9963,9,37,2153,2187,0
False,False,0,True,True,9,558,-9442,9,558,2153,2187,0
False,False,0,True,True,9,589,-9411,9,589,2153,2187,0
True,False,1,True,True,9,573,-9427,8,573,2153,2187,0
False,False,0,False,False,0,83,-9917,9,83,2153,2187,0
False,False,0,True,False,3,43,-9957,9,43,2153,2187,0
False,False,0,False,False,0,60,-9940,9,60,2153,2187,0
False,False,0,True,False,3,40,-9960,9,40,2153,2187,0
False,False,0,True,False,3,531,-9469,9,531,2153,2187,0
False,False,0,False,False,0,26,-9974,9,26,2153,2187,0
False,False,0,True,False,3,77,-9923,9,77,2153,2187,0
False,False,0,False,False,0,146,-9854,9,146,2153,2187,0
False,False,0,False,False,0,92,-9908,9,92,2153,2187,0
False,False,0,False,False,0,132,-9868,9,132,2153,2187,0
False,False,0,True,False,3,73,-9927,9,73,2153,2187,0
False,False,0,True,False,3,113,-9887,9,113,2153,2187,0
False,False,0,True,True,3,484,-9516,9,484,2153,2187,0
False,False,0,False,False,0,56,-9944,9,56,2153,2187,0
False,False,0,False,False,0,46,-9954,9,46,2153,2187,0
False,False,0,True,False,1,10,-9990,9,10,2153,2187,0
False,False,0,False,False,0,53,-9947,9,53,2153,2187,0
False,False,0,True,False,1,15,-9985,9,15,2153,2187,0
False,False,0,True,True,1,99,-9901,9,99,2153,2187,0
False,False,0,False,False,0,106,-9894,9,106,2153,2187,0
False,False,0,True,True,1,222,-9778,9,222,2153,2187,0
False,False,0,True,True,1,90,-9910,9,90,2153,2187,0
False,False,0,True,True,1,28,-9972,9,28,2153,2187,0
False,False,0,False,False,0,51,-9949,9,51,2153,2187,0
True,False,3,True,False,9,-372,-10372,6,-372,2153,2187,0
True,False,1,True,True,9,-577,-10577,8,-577,2153,2187,0
False,False,0,True,True,9,-619,-10619,9,-619,2153,2187,0
False,False,0,True,True,9,-603,-10603,9,-603,2153,2187,0
False,False,0,False,False,0,-26,-10026,9,-26,2153,2187,0
False,False,0,True,False,9,-546,-10546,9,-546,2153,2187,0
False,False,0,False,False,0,28,-9972,9,28,2153,2187,0
False,False,0,True,True,9,-612,-10612,9,-612,2153,2187,0
False,False,0,False,False,0,33,-9967,9,33,2153,2187,0
False,False,0,True,False,9,-504,-10504,9,-504,2153,2187,0
False,False,0,True,False,9,10,-9990,9,10,2153,2187,0
False,False,0,False,False,0,14,-9986,9,14,2153,2187,0
False,False,0,False,False,0,39,-9961,9,39,2153,2187,0
False,False,0,True,False,9,-120,-10120,9,-120,2153,2187,0
False,False,0,False,False,0,-527,-10527,9,-527,2153,2187,0
False,False,0,False,False,0,-576,-10576,9,-576,2153,2187,0
False,False,0,False,False,0,-531,-10531,9,-531,2153,2187,0
False,False,0,False,False,0,-597,-10597,9,-597,2153,2187,0
False,False,0,True,False,3,-603,-10603,9,-603,2153,2187,0
False,False,0,False,False,0,-605,-10605,9,-605,2153,2187,0
False,False,0,True,True,3,-548,-10548,9,-548,2153,2187,0
False,False,0,True,False,3,-429,-10429,9,-429,2153,2187,0
False,False,0,True,False,3,-610,-10610,9,-610,2153,2187,0
False,False,0,False,False,0,-596,-10596,9,-596,2153,2187,0
False,False,0,False,False,0,-621,-10621,9,-621,2153,2187,0
False,False,0,False,False,0,-607,-10607,9,-607,2153,2187,0
False,False,0,False,False,0,-606,-10606,9,-606,2153,2187,0
False,False,0,False,False,0,-612,-10612,9,-612,2153,2187,0
False,False,0,False,False,0,-588,-10588,9,-588,2153,2187,0
False,False,0,True,False,1,-577,-10577,9,-577,2153,2187,0
False,False,0,False,False,0,-579,-10579,9,-579,2153,2187,0
False,False,0,False,False,0,-497,-10497,9,-497,2153,2187,0
False,False,0,True,False,1,-519,-10519,9,-519,2153,2187,0
False,False,0,False,False,0,-506,-10506,9,-506,2153,2187,0
False,False,0,False,False,0,-561,-10561,9,-561,2153,2187,0
False,False,0,False,False,0,-569,-10569,9,-569,2153,2187,0
False,False,0,True,True,1,-571,-10571,9,-571,2153,2187,0
False,False,0,True,False,1,-479,-10479,9,-479,2153,2187,0
False,False,0,True,False,1,-556,-10556,9,-556,2153,2187,0
False,False,0,False,False,0,-592,-10592,9,-592,2153,2187,0
False,False,0,False,False,0,-583,-10583,9,-583,2153,2187,0
False,False,0,False,False,0,303,-9697,9,303,2153,2187,0
False,False,0,False,False,0,416,-9584,9,416,2153,2187,0
False,False,0,False,False,0,52,-9948,9,52,2153,2187,0
False,False,0,False,False,0,94,-9906,9,94,2153,2187,0
False,False,0,False,False,0,26,-9974,9,26,2153,2187,0
False,False,0,True,False,9,364,-9636,9,364,2153,2187,0
False,False,0,True,False,9,10,-9990,9,10,2153,2187,0
False,False,0,True,False,9,507,-9493,9,507,2153,2187,0
False,False,0,True,False,9,562,-9438,9,562,2153,2187,0
False,False,0,True,True,9,571,-9429,9,571,2153,2187,0
False,False,0,True,False,9,398,-9602,9,398,2153,2187,0
True,False,1,True,True,9,591,-9409,8,591,2153,2187,0
False,False,0,False,False,0,112,-9888,9,112,2153,2187,0
False,False,0,False,False,0,166,-9834,9,166,2153,2187,0
False,False,0,False,False,0,326,-9674,9,326,2153,2187,0
False,False,0,False,False,0,116,-9884,9,116,2153,2187,0
False,False,0,False,False,0,324,-9676,9,324,2153,2187,0
False,False,0,True,False,3,103,-9897,9,103,2153,2187,0
False,False,0,True,False,3,302,-9698,9,302,2153,2187,0
False,False,0,True,True,3,495,-9505,9,495,2153,2187,0
False,False,0,False,False,0,44,-9956,9,44,2153,2187,0
False,False,0,False,False,0,253,-9747,9,253,2153,2187,0
False,False,0,False,False,0,235,-9765,9,235,2153,2187,0
False,False,0,True,False,3,128,-9872,9,128,2153,2187,0
False,False,0,True,False,3,207,-9793,9,207,2153,2187,0
False,False,0,True,False,3,532,-9468,9,532,2153,2187,0
False,False,0,True,False,3,460,-9540,9,460,2153,2187,0
False,False,0,True,True,3,528,-9472,9,528,2153,2187,0
True,False,1,True,True,3,416,-9584,8,416,2153,2187,0
False,False,0,False,False,0,247,-9753,9,247,2153,2187,0
False,False,0,False,False,0,176,-9824,9,176,2153,2187,0
False,False,0,True,False,1,82,-9918,9,82,2153,2187,0
False,False,0,False,False,0,280,-9720,9,280,2153,2187,0
False,False,0,True,True,1,157,-9843,9,157,2153,2187,0
False,False,0,False,False,0,245,-9755,9,245,2153,2187,0
False,False,0,True,True,1,240,-9760,9,240,2153,2187,0
False,False,0,True,True,1,46,-9954,9,46,2153,2187,0
False,False,0,True,False,1,194,-9806,9,194,2153,2187,0
True,False,1,True,True,9,-602,-10602,8,-602,2153,2187,0
False,False,0,True,False,9,-583,-10583,9,-583,2153,2187,0
True,False,9,True,False,9,-33,-10033,0,-33,2153,2187,0
False,False,0,True,False,9,-537,-10537,9,-537,2153,2187,0
False,False,0,True,False,9,-546,-10546,9,-546,2153,2187,0
False,False,0,True,False,9,-593,-10593,9,-593,2153,2187,0
False,False,0,False,False,0,0,-10000,9,0,2153,2187,0
False,False,0,True,True,9,-593,-10593,9,-593,2153,2187,0
False,False,0,False,False,0,13,-9987,9,13,2153,2187,0
False,False,0,True,False,9,-523,-10523,9,-523,2153,2187,0
False,False,0,True,False,9,-25,-10025,9,-25,2153,2187,0
False,False,0,True,False,9,-569,-10569,9,-569,2153,2187,0
False,False,0,False,False,0,8,-9992,9,8,2153,2187,0
False,False,0,True,False,9,-505,-10505,9,-505,2153,2187,0
False,False,0,False,False,0,-16,-10016,9,-16,2153,2187,0
False,False,0,False,False,0,-515,-10515,9,-515,2153,2187,0
False,False,0,False,False,0,-553,-10553,9,-553,2153,2187,0
False,False,0,False,False,0,-576,-10576,9,-576,2153,2187,0
False,False,0,True,False,3,-548,-10548,9,-548,2153,2187,0
False,False,0,False,False,0,-584,-10584,9,-584,2153,2187,0
False,False,0,True,True,3,-534,-10534,9,-534,2153,2187,0
False,False,0,True,False,3,-468,-10468,9,-468,2153,2187,0
False,False,0,True,False,3,-569,-10569,9,-569,2153,2187,0
False,False,0,False,False,0,-584,-10584,9,-584,2153,2187,0
False,False,0,False,False,0,-589,-10589,9,-589,2153,2187,0
False,False,0,False,False,0,-588,-10588,9,-588,2153,2187,0
False,False,0,False,False,0,-581,-10581,9,-581,2153,2187,0
False,False,0,False,False,0,-561,-10561,9,-561,2153,2187,0
False,False,0,False,False,0,-573,-10573,9,-573,2153,2187,0
False,False,0,True,False,1,-547,-10547,9,-547,2153,2187,0
False,False,0,False,False,0,-571,-10571,9,-571,2153,2187,0
False,False,0,True,False,1,-558,-10558,9,-558,2153,2187,0
False,False,0,False,False,0,-542,-10542,9,-542,2153,2187,0
False,False,0,True,False,1,-576,-10576,9,-576,2153,2187,0
False,False,0,False,False,0,-40,-10040,9,-40,2153,2187,0
False,False,0,False,False,0,-563,-10563,9,-563,2153,2187,0
False,False,0,True,True,1,-570,-10570,9,-570,2153,2187,0
False,False,0,True,False,1,-525,-10525,9,-525,2153,2187,0
False,False,0,True,False,1,-532,-10532,9,-532,2153,2187,0
False,False,0,False,False,0,-552,-10552,9,-552,2153,2187,0
False,False,0,False,False,0,48,-9952,9,48,2153,2187,0
False,False,0,False,False,0,100,-9900,9,100,2153,2187,0
False,False,0,False,False,0,111,-9889,9,111,2153,2187,0
False,False,0,False,False,0,-14,-10014,9,-14,2153,2187,0
False,False,0,False,False,0,6,-9994,9,6,2153,2187,0
False,False,0,False,False,0,89,-9911,9,89,2153,2187,0
False,False,0,False,False,0,45,-9955,9,45,2153,2187,0
False,False,0,False,False,0,64,-9936,9,64,2153,2187,0
False,False,0,True,False,3,42,-9958,9,42,2153,2187,0
False,False,0,True,False,3,50,-9950,9,50,2153,2187,0
False,False,0,True,True,3,450,-9550,9,450,2153,2187,0
False,False,0,False,False,0,23,-9977,9,23,2153,2187,0
False,False,0,False,False,0,28,-9972,9,28,2153,2187,0
False,False,0,False,False,0,26,-9974,9,26,2153,2187,0
False,False,0,True,False,3,35,-9965,9,35,2153,2187,0
False,False,0,True,False,3,8,-9992,9,8,2153,2187,0
False,False,0,True,False,3,554,-9446,9,554,2153,2187,0
False,False,0,True,False,3,443,-9557,9,443,2153,2187,0
False,False,0,True,False,3,19,-9981,9,19,2153,2187,0
False,False,0,True,True,3,496,-9504,9,496,2153,2187,0
False,False,0,False,False,0,291,-9709,9,291,2153,2187,0
False,False,0,False,False,0,35,-9965,9,35,2153,2187,0
False,False,0,False,False,0,94,-9906,9,94,2153,2187,0
False,False,0,True,False,9,544,-9456,9,544,2153,2187,0
False,False,0,True,False,9,528,-9472,9,528,2153,2187,0
False,False,0,True,False,9,556,-9444,9,556,2153,2187,0
False,False,0,True,True,9,563,-9437,9,563,2153,2187,0
True,False,9,True,False,9,-67,-10067,0,-67,2153,2187,0
False,False,0,True,True,9,527,-9473,9,527,2153,2187,0
True,False,1,True,False,9,547,-9453,8,547,2153,2187,0
False,False,0,False,False,0,24,-9976,9,24,2153,2187,0
False,False,0,False,False,0,-13,-10013,9,-13,2153,2187,0
False,False,0,False,False,0,605,-9395,9,605,2153,2187,0
False,False,0,True,False,1,41,-9959,9,41,2153,2187,0
False,False,0,False,False,0,15,-9985,9,15,2153,2187,0
False,False,0,True,True,1,99,-9901,9,99,2153,2187,0
False,False,0,True,False,1,588,-9412,9,588,2153,2187,0
False,False,0,False,False,0,-549,-10549,9,-549,2153,2187,0
False,False,0,False,False,0,-586,-10586,9,-586,2153,2187,0
False,False,0,True,False,3,-650,-10650,9,-650,2153,2187,0
False,False,0,True,False,3,-651,-10651,9,-651,2153,2187,0
False,False,0,False,False,0,-588,-10588,9,-588,2153,2187,0
False,False,0,True,True,3,-573,-10573,9,-573,2153,2187,0
False,False,0,True,True,3,-630,-10630,9,-630,2153,2187,0
False,False,0,True,True,3,-617,-10617,9,-617,2153,2187,0
False,False,0,True,False,3,-646,-10646,9,-646,2153,2187,0
False,False,0,True,False,3,-597,-10597,9,-597,2153,2187,0
False,False,0,False,False,0,-595,-10595,9,-595,2153,2187,0
False,False,0,False,False,0,-592,-10592,9,-592,2153,2187,0
False,False,0,False,False,0,-583,-10583,9,-583,2153,2187,0
False,False,0,False,False,0,-598,-10598,9,-598,2153,2187,0
False,False,0,True,False,5,-596,-10596,9,-596,2153,2187,0
False,False,0,False,False,0,-576,-10576,9,-576,2153,2187,0
True,False,9,False,False,0,-75,-10075,0,-75,2153,2187,0
False,False,0,True,False,1,-591,-10591,9,-591,2153,2187,0
False,False,0,True,False,1,-552,-10552,9,-552,2153,2187,0
False,False,0,False,False,0,-586,-10586,9,-586,2153,2187,0
False,False,0,False,False,0,-573,-10573,9,-573,2153,2187,0
False,False,0,False,False,0,-567,-10567,9,-567,2153,2187,0
False,False,0,True,True,1,-589,-10589,9,-589,2153,2187,0
False,False,0,True,False,1,-567,-10567,9,-567,2153,2187,0
False,False,0,True,True,1,-579,-10579,9,-579,2153,2187,0
False,False,0,True,True,1,-585,-10585,9,-585,2153,2187,0
False,False,0,True,False,1,-542,-10542,9,-542,2153,2187,0
False,False,0,False,False,0,117,-9883,9,117,2153,2187,0
False,False,0,False,False,0,90,-9910,9,90,2153,2187,0
False,False,0,False,False,0,170,-9830,9,170,2153,2187,0
False,False,0,False,False,0,29,-9971,9,29,2153,2187,0
False,False,0,True,False,3,-58,-10058,9,-58,2153,2187,0
